0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	0
1	0.5
2	0.4166666666666667
3	0.41421568627450983
4	0.41421356237468987
5	0.41421356237309503
0	100
1	49.50990099009901
2	24.27474859364796
3	11.676939477711725
4	5.4173531319459824
5	2.364504051143152
6	0.9794726514942083
7	0.49492138058741647
8	0.4163921892913736
9	0.41421523790310893
10	0.41421356237408763
11	0.41421356237309503
0	-100
1	-50.51010101010101
2	-25.77524840365297
3	-13.427987066557746
4	-7.2944570865996585
5	-4.306098480173164
6	-2.9555205687529993
7	-2.489133069699685
8	-2.4160981933346486
9	-2.4142148164647526
10	-2.414213562373651
11	-2.414213562373095
